2023-10-15 21:47:18,119 INFO    StreamThr :1146016 [internal.py:wandb_internal():86] W&B internal server running at pid: 1146016, started at: 2023-10-15 21:47:18.119203
2023-10-15 21:47:18,120 DEBUG   HandlerThread:1146016 [handler.py:handle_request():146] handle_request: status
2023-10-15 21:47:18,122 INFO    WriterThread:1146016 [datastore.py:open_for_write():85] open: /home/bruno/xfang/code/wandb/run-20231015_214718-t58pls7e/run-t58pls7e.wandb
2023-10-15 21:47:18,122 DEBUG   SenderThread:1146016 [sender.py:send():380] send: header
2023-10-15 21:47:18,143 DEBUG   SenderThread:1146016 [sender.py:send():380] send: run
2023-10-15 21:47:18,382 INFO    SenderThread:1146016 [dir_watcher.py:__init__():211] watching files in: /home/bruno/xfang/code/wandb/run-20231015_214718-t58pls7e/files
2023-10-15 21:47:18,383 INFO    SenderThread:1146016 [sender.py:_start_run_threads():1122] run started: t58pls7e with start time 1697420838.119308
2023-10-15 21:47:18,392 DEBUG   HandlerThread:1146016 [handler.py:handle_request():146] handle_request: check_version
2023-10-15 21:47:18,392 DEBUG   SenderThread:1146016 [sender.py:send_request():407] send_request: check_version
2023-10-15 21:47:18,459 DEBUG   HandlerThread:1146016 [handler.py:handle_request():146] handle_request: run_start
2023-10-15 21:47:18,463 DEBUG   HandlerThread:1146016 [system_info.py:__init__():32] System info init
2023-10-15 21:47:18,463 DEBUG   HandlerThread:1146016 [system_info.py:__init__():47] System info init done
2023-10-15 21:47:18,464 INFO    HandlerThread:1146016 [system_monitor.py:start():194] Starting system monitor
2023-10-15 21:47:18,464 INFO    SystemMonitor:1146016 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-10-15 21:47:18,464 INFO    HandlerThread:1146016 [system_monitor.py:probe():214] Collecting system info
2023-10-15 21:47:18,464 INFO    SystemMonitor:1146016 [interfaces.py:start():190] Started cpu monitoring
2023-10-15 21:47:18,465 INFO    SystemMonitor:1146016 [interfaces.py:start():190] Started disk monitoring
2023-10-15 21:47:18,465 INFO    SystemMonitor:1146016 [interfaces.py:start():190] Started gpu monitoring
2023-10-15 21:47:18,466 INFO    SystemMonitor:1146016 [interfaces.py:start():190] Started memory monitoring
2023-10-15 21:47:18,466 INFO    SystemMonitor:1146016 [interfaces.py:start():190] Started network monitoring
2023-10-15 21:47:18,488 DEBUG   HandlerThread:1146016 [system_info.py:probe():196] Probing system
2023-10-15 21:47:18,492 DEBUG   HandlerThread:1146016 [system_info.py:_probe_git():181] Probing git
2023-10-15 21:47:18,510 DEBUG   HandlerThread:1146016 [system_info.py:_probe_git():189] Probing git done
2023-10-15 21:47:18,510 DEBUG   HandlerThread:1146016 [system_info.py:probe():244] Probing system done
